id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
610495585342405236,Condo in Florence · ★4.04 · 1 bedroom · 2 beds · 1 bath,96122546,Welcome To Our Holiday Homes,,Isolotto Legnaia,43.773399,11.235665,Entire home/apt,59,2,25,2023-11-27,1.30,102,304,19,
621649473279471385,Rental unit in Florence · ★4.65 · 2 bedrooms · 3 beds · 2 baths,362247,Sid,,Centro Storico,43.770397,11.260233,Entire home/apt,78,2,40,2023-11-14,2.05,34,295,21,048017LTI7398
610507881306911028,Rental unit in Florence · ★4.62 · 1 bedroom · 2 beds · 1 bath,24321628,Barbara,,Centro Storico,43.76094,11.24023,Entire home/apt,100,1,34,2023-12-14,1.78,17,315,17,048017LTN2992
621654922197125894,Guesthouse in Florence · 1 bedroom · 1 bed · 1 private bath,457633108,Fatemeh,,Centro Storico,43.772572,11.249706,Private room,155,2,1,2023-07-15,0.19,1,43,1,
610540630485763179,Condo in Florence · ★4.80 · 2 bedrooms · 5 beds · 1 bath,203574948,Simone,,Gavinana Galluzzo,43.74966,11.30323,Entire home/apt,119,1,51,2023-12-10,2.56,1,83,25,048017LTN7131
621778821840219510,Condo in Florence · ★4.33 · 1 bedroom · 1 bed · 1 bath,133388982,Kike,,Centro Storico,43.786034,11.227451,Entire home/apt,6000,3,6,2022-08-04,0.32,1,0,0,1    B76n88
610546998022381445,Rental unit in Florence · ★4.50 · 2 bedrooms · 5 beds · 1 bath,23904874,Edoardo E Michela,,Centro Storico,43.77212,11.26457,Entire home/apt,150,2,31,2023-12-10,1.61,219,0,29,
610636109639689438,Condo in Florence · ★4.76 · 1 bedroom · 2 beds · 1 bath,285728227,Luca,,Centro Storico,43.76493,11.24712,Entire home/apt,69,1,21,2023-11-05,1.08,5,361,12,048017LTN13053
622148228036606105,Condo in Florence · ★4.85 · 1 bedroom · 1 bed · 1 bath,458010150,Filippo,,Centro Storico,43.77737,11.2577,Entire home/apt,76,3,79,2023-11-29,4.31,1,347,45,
610652397848168194,Condo in Florence · ★4.63 · 1 bedroom · 2 beds · 1 bath,9934856,Cristina,,Centro Storico,43.76784402088095,11.256983428319465,Entire home/apt,192,3,38,2023-10-24,2.01,1,329,18,
610697821594038659,Rental unit in Florence · ★4.24 · 2 bedrooms · 3 beds · 1 bath,38777494,Irene,,Rifredi,43.7841682434082,11.255698204040527,Entire home/apt,118,1,21,2023-12-04,1.16,49,219,12,
610724508161795760,Condo in Florence · ★4.98 · 1 bedroom · 2 beds · 1 bath,161251956,Marco,,Centro Storico,43.77553,11.24622,Entire home/apt,149,2,84,2023-11-16,4.33,2,299,53,
622154658959544555,Condo in Florence · ★4.98 · 2 bedrooms · 2 beds · 1 bath,458011624,Jacopo,,Centro Storico,43.7673,11.2501,Entire home/apt,203,2,41,2023-10-21,2.15,1,326,26,
622161600756978007,Rental unit in Florence · 1 bedroom · 2 beds · 1 bath,62531567,Benedetto,,Centro Storico,43.7691,11.25484,Entire home/apt,107,1,0,,,2,174,0,
610856108841650910,Condo in Florence · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,36018135,Giampaolo,,Centro Storico,43.76844,11.25483,Entire home/apt,400,3,69,2023-11-29,3.92,1,211,51,Cir. 048017LTN7924
622199285896802870,Rental unit in Florence · ★New · 2 bedrooms · 2 beds · 1 bath,62531567,Benedetto,,Centro Storico,43.77142356368055,11.254271179842336,Entire home/apt,129,1,0,,,2,166,0,
610857720996441258,Condo in Florence · ★4.75 · 2 bedrooms · 2 beds · 1.5 baths,336032167,Samantha,,Gavinana Galluzzo,43.74781,11.23507,Entire home/apt,51,3,12,2023-12-01,0.63,1,190,3,
610866677317713463,Tiny home in Florence · 1 bedroom · 1 bed · 1 bath,14547454,Anna Teresa,,Centro Storico,43.76877,11.24447,Entire home/apt,166,2,0,,,10,365,0,
622976282521180299,Condo in Florence · 2 bedrooms · 3 beds · 1 bath,440153593,Sara,,Isolotto Legnaia,43.78178,11.20243,Entire home/apt,106,2,1,2023-06-14,0.16,1,291,1,
611186478405332642,Condo in Florence · ★4.70 · 2 bedrooms · 3 beds · 1 bath,455581531,Leonardo,,Isolotto Legnaia,43.76806,11.21214,Entire home/apt,121,2,69,2023-11-26,3.58,1,248,32,
611226160167196173,Condo in Florence · ★4.93 · 1 bedroom · 1 bed · 1 bath,31719577,Paola,,Campo di Marte,43.7859,11.27216,Entire home/apt,111,3,14,2023-10-15,0.91,1,358,12,048017LTN7730
622991947105164385,Condo in Florence · ★4.05 · 1 bedroom · 1 bed · 1 bath,96122546,Welcome To Our Holiday Homes,,Centro Storico,43.770103,11.265115,Entire home/apt,68,2,40,2023-12-01,2.12,102,0,26,
623007176876104910,Condo in Florence · ★4.73 · 1 bedroom · 1 bed · 1 bath,231786735,Bianca,,Centro Storico,43.76499,11.26206,Entire home/apt,109,2,15,2023-10-21,1.07,1,360,13,
611282687079177343,Condo in Florence · ★4.50 · 2 bedrooms · 2 beds · 3 baths,444114564,Matteo,,Centro Storico,43.776112,11.252038,Entire home/apt,135,1,120,2023-11-19,5.97,2,247,70,048017LTN7007
623055384227278593,Rental unit in Florence · ★4.80 · 1 bedroom · 1 bed · 2 baths,26894194,Mamo,,Centro Storico,43.76458,11.2448,Entire home/apt,107,1,5,2023-05-17,0.27,140,340,2,
611592274035237706,Condo in Florence · 2 bedrooms · 6 beds · 2 baths,234099691,Paolo,,Centro Storico,43.781052,11.252936,Entire home/apt,140,3,1,2022-11-07,0.07,1,114,0,FI-470178
623101002642001976,Condo in Florence · ★4.95 · 1 bedroom · 1 bed · 1 bath,64564024,Marco,,Campo di Marte,43.771061,11.274598,Entire home/apt,78,2,77,2023-12-17,4.05,1,79,55,048017LTN7182
612129349787988296,Home in Florence · ★5.0 · 1 bedroom · 1 bed · 1 bath,391707082,Rossella,,Gavinana Galluzzo,43.73025,11.22145,Entire home/apt,96,2,4,2023-09-25,0.25,2,342,2,048017LTN8009
612184035217733512,Condo in Florence · ★4.80 · 2 bedrooms · 2 beds · 2 baths,455782380,Sandra,,Campo di Marte,43.78375,11.27667,Entire home/apt,100,3,5,2023-07-27,0.27,1,320,2,
623212799141924830,Condo in Florence · ★4.49 · 2 bedrooms · 2 beds · 1 bath,409956931,Nati,,Centro Storico,43.7674,11.25634,Entire home/apt,117,2,81,2023-10-25,4.18,2,301,35,
612220456181408524,Rental unit in Florence · ★4.68 · Studio · 1 bed · 1 bath,1369058,Lorenzo,,Gavinana Galluzzo,43.76269,11.28132,Entire home/apt,47,3,19,2023-08-17,1.01,11,362,6,
612644923029394063,Condo in Florence · ★4.73 · 1 bedroom · 2 beds · 1 bath,455895812,Egle,,Centro Storico,43.775589,11.254173,Entire home/apt,49,4,78,2023-11-26,4.14,1,0,49,
612717145956164236,Rental unit in Florence · ★4.86 · 1 bedroom · 1 bed · 1 bath,7821162,Alessandro,,Centro Storico,43.76768237981326,11.244089638097178,Entire home/apt,99,3,7,2023-10-13,1.40,2,298,7,
623231877852287248,Bed and breakfast in Florence · ★4.89 · 1 bedroom · 1 bed · 1 private bath,2966846,Francesco,,Centro Storico,43.77514,11.25521,Private room,86,1,69,2023-12-03,3.56,7,0,43,
612746250159803275,Condo in Florence · ★4.92 · 1 bedroom · 1 bed · 1 bath,4605211,Mariangela,,Centro Storico,43.76902,11.2437,Entire home/apt,126,4,25,2023-11-12,1.32,11,180,17,048017LTI7147
612824297075424863,Condo in Florence · ★5.0 · Studio · 1 bed · 1 bath,4605211,Mariangela,,Centro Storico,43.76837,11.24371,Entire home/apt,109,4,7,2023-07-08,0.39,11,151,2,048017LTI7167
623258014678663402,Condo in Florence · ★4.88 · 1 bedroom · 1 bed · 1 bath,3314526,Alessandro,,Centro Storico,43.76785,11.24297,Entire home/apt,200,2,8,2022-11-01,0.44,45,0,0,
612877676009425052,Condo in Florence · ★4.92 · 1 bedroom · 1 bed · 1 bath,455945972,Federica,,Gavinana Galluzzo,43.74979,11.23512,Entire home/apt,80,1,53,2023-09-20,2.65,2,277,28,048017LTN12915
623613121672616860,Rental unit in Florence · ★4.52 · 1 bedroom · 1 bed · 1 bath,437143010,Andrea,,Centro Storico,43.76727,11.25885,Entire home/apt,84,2,79,2023-11-26,4.66,1,69,55,048017LTN6849
613516969392750074,Condo in Florence · ★4.89 · 1 bedroom · 1 bed · 1 bath,455903835,Guglielmo,,Centro Storico,43.76888,11.26468,Entire home/apt,75,1,175,2023-12-15,8.81,2,226,95,048017LTN2396
623618760382949904,Condo in Florence · ★4.87 · 1 bedroom · 1 bed · 1 bath,229286356,Luce,,Centro Storico,43.780354,11.260484,Entire home/apt,89,4,39,2023-11-27,2.04,6,50,21,
613582597458277924,Loft in Florence · ★4.58 · 1 bedroom · 1 bed · 1 bath,456119248,Laura,,Centro Storico,43.768158,11.24552,Entire home/apt,107,2,63,2023-10-29,3.28,2,0,40,048017LTN5176
623686437763715961,Condo in Florence · 2 bedrooms · 2 beds · 1 bath,458379278,Filippo,,Centro Storico,43.771458,11.261589,Entire home/apt,175,3,1,2022-06-03,0.05,1,344,0,
628135136292652753,Condo in Florence · ★4.96 · 2 bedrooms · 3 beds · 1 bath,459377026,Bujar,,Isolotto Legnaia,43.777042,11.219565,Entire home/apt,114,2,47,2023-10-14,2.51,1,356,28,
628142420328382758,Condo in Florence · ★4.96 · 1 bedroom · 1 bed · 1 bath,108225605,Matteo,,Centro Storico,43.775387,11.251478,Entire home/apt,185,1,156,2023-11-29,8.34,1,0,97,(cir. 048017LTN9640)
624324551527890011,Rental unit in Florence · ★4.77 · 1 bedroom · 1 bed · 1 bath,107902634,Leonardo,,Centro Storico,43.76974,11.25252,Entire home/apt,58,1,127,2023-12-03,6.52,3,360,69,048017CAV0525
628593450812346203,Condo in Florence · ★4.94 · 3 bedrooms · 4 beds · 2 baths,10205388,Nicole,,Centro Storico,43.77638,11.25143,Entire home/apt,300,3,67,2023-12-15,3.51,1,317,42,048017LTN7240
624391986056500717,Rental unit in Florence · ★4.71 · 1 bedroom · 2 beds · 1 bath,26894194,Mamo,,Centro Storico,43.77972,11.25581,Entire home/apt,91,1,14,2023-10-20,0.75,140,335,3,
624441434867755979,Condo in Florence · ★4.63 · 1 bedroom · 1 bed · 1 bath,7496865,Barbara,,Centro Storico,43.767056,11.249107,Entire home/apt,120,7,19,2023-10-20,1.00,1,166,12,
624497235035607978,Bed and breakfast in Florence · 1 bedroom · 1 bed · 1 private bath,11701916,Antonio,,Centro Storico,43.77631,11.24566,Private room,94,1,1,2022-10-18,0.07,11,98,0,048017AFR2449
628628233337413257,Rental unit in Florence · ★4.97 · 3 bedrooms · 3 beds · 4 baths,43092703,Lorena,,Centro Storico,43.78011,11.25003,Entire home/apt,648,1,32,2023-11-10,1.84,1,332,23,
624749632524538167,Condo in Florence · ★4.91 · 1 bedroom · 2 beds · 1 bath,49240040,Emanuela E Anna,,Centro Storico,43.77703710000001,11.2576423,Entire home/apt,105,3,11,2023-11-03,0.80,3,263,9,048017LTN7956
625070757019017555,Rental unit in Florence · 2 bedrooms · 2 beds · 2 baths,432530369,"Loic, Estelle And Co",,Centro Storico,43.78095,11.24106,Entire home/apt,486,1,0,,,1,364,0,FI - 653188
628660465875369066,Loft in Coverciano · ★4.83 · 1 bedroom · 1 bed · 1 bath,459501346,Vanna,,Campo di Marte,43.771240234375,11.284915924072266,Entire home/apt,55,3,53,2023-12-09,2.83,2,246,37,
628745040489071145,Rental unit in Florence · 1 bedroom · 1 bed · 1.5 baths,23904874,Edoardo E Michela,,Centro Storico,43.76608,11.2435,Entire home/apt,94,30,0,,,219,66,0,
625313876646797206,Condo in Florence · ★4.85 · 1 bedroom · 3 beds · 1 bath,129216,Cristina,,Centro Storico,43.76979,11.24691,Entire home/apt,140,3,26,2023-11-21,1.38,12,263,17,
625367891459020288,Condo in Florence · ★4.33 · 2 bedrooms · 5 beds · 2 baths,11701916,Antonio,,Centro Storico,43.77576,11.24485,Entire home/apt,384,1,3,2023-08-25,0.27,11,356,3,048017AFR2449
628805174755075779,Rental unit in Florence · ★4.76 · 3 bedrooms · 4 beds · 1 bath,5249145,Luca,,Centro Storico,43.765305,11.244714,Entire home/apt,116,2,67,2023-11-27,3.54,1,252,46,
628866351716297132,Condo in Florence · 1 bedroom · 2 beds · 1 bath,104399148,Simona,,Centro Storico,43.774410247802734,11.256900787353516,Entire home/apt,326,3,1,2022-07-09,0.06,3,294,0,
625382852810954270,Condo in Florence · ★4.75 · 2 bedrooms · 4 beds · 2 baths,11701916,Antonio,,Centro Storico,43.77412,11.24496,Entire home/apt,344,1,4,2023-04-10,0.23,11,360,2,048017LTI6821
626110069015816490,Bed and breakfast in Florence · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,7398481,Ornella,,Centro Storico,43.7887169,11.2171613,Private room,65,3,4,2023-10-27,0.68,2,177,4,
626719348381011788,Condo in Florence · ★4.86 · 1 bedroom · 1 bed · 1 private bath,446759823,Adriana,,Centro Storico,43.76984,11.24114,Private room,111,2,7,2023-09-04,0.45,2,264,2,
629054995337267078,Condo in Coverciano · ★4.70 · 1 bedroom · 1 bed · 1 bath,459501346,Vanna,,Campo di Marte,43.77062,11.28404,Entire home/apt,60,1,10,2023-09-19,0.53,2,156,8,
627603080703490542,Condo in Florence · ★4.92 · 1 bedroom · 1 bed · 1 bath,96514403,Monica,,Centro Storico,43.78258,11.256,Entire home/apt,85,3,62,2023-11-12,3.27,7,0,38,
627847043982619424,Home in Florence · ★4.38 · 1 bedroom · 1 bed · 1 bath,255967353,Monica,,Campo di Marte,43.783321,11.323347,Entire home/apt,65,2,55,2023-11-01,2.96,1,330,33,
629374555987506979,Condo in Florence · ★4.86 · 1 bedroom · 2 beds · 1 bath,13656644,Luciana,,Centro Storico,43.77599,11.254117,Entire home/apt,98,2,96,2023-11-05,5.10,2,18,65,
627960368736666153,Home in Florence · 5 bedrooms · 6 beds · 5 baths,432533634,"Loic, Estelle And Co",,Gavinana Galluzzo,43.745628,11.235859,Entire home/apt,1751,1,0,,,1,365,0,
627984304563663503,Condo in Florence · ★4.84 · 2 bedrooms · 2 beds · 2 baths,20195891,Elissa,,Campo di Marte,43.765919,11.279872,Entire home/apt,102,3,36,2023-11-03,2.04,2,0,26,
628055151976628321,Condo in Florence · ★4.82 · 1 bedroom · 1 bed · 1 bath,211294877,Sofia,,Centro Storico,43.76407,11.24451,Entire home/apt,99,2,65,2023-11-28,3.38,1,280,39,
629495143656267747,Condo in Florence · ★4.72 · 3 bedrooms · 4 beds · 1.5 baths,459702131,Luca,,Centro Storico,43.76923,11.254635,Entire home/apt,200,2,100,2023-11-20,5.20,1,218,58,
630076200465155019,Rental unit in Florence · ★4.25 · 3 bedrooms · 5 beds · 2 baths,107126815,Elena - Interhome Group,,Centro Storico,43.76563,11.2484,Entire home/apt,434,1,8,2023-06-28,0.43,3,349,4,
630143809094636125,Tiny home in Florence · ★4.81 · 2 beds · 1 bath,39056615,Grazia,,Centro Storico,43.7748,11.25708,Entire home/apt,108,1,16,2023-11-05,0.86,7,357,7,
630200861930039901,Condo in Florence · ★4.97 · 2 bedrooms · 2 beds · 1 bath,28680324,Francesca,,Centro Storico,43.77854919433594,11.2393798828125,Entire home/apt,150,2,29,2023-10-16,1.97,2,161,23,048017LTN7601
639639868532064619,Rental unit in Florence · 2 bedrooms · 4 beds · 1 bath,175095371,Annie,,Centro Storico,43.769195556640625,11.25904369354248,Entire home/apt,188,1,2,2023-06-30,0.12,54,0,1,048017LTI7373
630316156242196470,Condo in Florence · ★4.50 · 2 bedrooms · 4 beds · 1 bath,451598379,Federico,,Centro Storico,43.76676,11.2498,Entire home/apt,82,3,4,2023-01-01,0.24,25,24,2,048017LTN6258
639640387710319548,Rental unit in Florence · ★4.31 · 2 bedrooms · 4 beds · 2 baths,175095371,Annie,,Centro Storico,43.766475677490234,11.2539644241333,Entire home/apt,154,1,13,2023-10-06,0.79,54,9,4,048017LTN5740
639923375536365972,Condo in Florence · ★3.80 · 2 bedrooms · 4 beds · 2 baths,3314526,Alessandro,,Centro Storico,43.7668,11.24386,Entire home/apt,148,2,5,2022-11-26,0.32,45,121,0,
640165777513306032,Rental unit in Florence · ★4.90 · 1 bedroom · 2 beds · 1.5 baths,236323602,Vittoria,,Centro Storico,43.77344,11.24318,Entire home/apt,139,1,82,2023-12-03,4.59,2,0,48,
640326858170722192,Condo in Florence · ★4.75 · 1 bedroom · 1 bed · 1 bath,707707,Monika,,Centro Storico,43.7696056,11.2643812,Entire home/apt,121,1,24,2023-09-11,1.30,26,319,8,048017LTN7571
640407080772875189,Rental unit in Florence · ★4.84 · 3 bedrooms · 4 beds · 2 baths,462199956,Carl,,Centro Storico,43.76728,11.24877,Entire home/apt,354,2,37,2023-10-27,2.00,1,322,28,
630458991256927460,Rental unit in Florence · ★4.88 · 1 bedroom · 2 beds · 1 bath,459180927,Bruno,,Centro Storico,43.770912,11.255765,Entire home/apt,156,2,43,2023-10-28,2.77,1,172,38,
630774185654662240,Rental unit in Florence · ★4.38 · 1 bedroom · 2 beds · 2 baths,362247,Sid,,Centro Storico,43.768646,11.260461,Entire home/apt,83,3,16,2023-10-25,0.84,34,150,12,048017LTI6609
640927878508926605,Condo in Florence · ★4.68 · 1 bedroom · 1 bed · 1 bath,17730978,Dolcevita Holiday,,Campo di Marte,43.78641289999999,11.275208,Entire home/apt,100,1,19,2023-10-01,1.18,5,162,11,048017LTI7992
630848898881554293,Condo in Florence · ★4.44 · Studio · 1 bed · 1 bath,460009814,Marco,,Centro Storico,43.777889,11.252978,Entire home/apt,96,2,9,2023-05-18,0.52,5,279,4,
640936996016363032,Condo in Florence · ★4.45 · 1 bedroom · 1 bed · 1 bath,17730978,Dolcevita Holiday,,Campo di Marte,43.78641289999999,11.275208,Entire home/apt,100,1,11,2023-10-07,0.66,5,163,8,048017LTI7991
640950754589666981,Rental unit in Florence · 2 bedrooms · 4 beds · 1 bath,175095371,Annie,,Centro Storico,43.7611296,11.2424389,Entire home/apt,282,1,2,2022-09-20,0.11,54,0,0,048017LTI7372
641317901798898839,Loft in Florence · ★4.89 · 1 bedroom · 1 bed · 1 bath,462406708,Alberto,,Centro Storico,43.77986014837991,11.25391264714352,Entire home/apt,100,2,76,2023-12-10,4.12,1,78,53,
630880905956934577,Rental unit in Florence · ★4.81 · 4 bedrooms · 4 beds · 4 baths,459881724,Genteel Home Italy,,Centro Storico,43.76561,11.2484,Entire home/apt,574,1,31,2023-12-04,1.82,5,195,27,
641774342201444078,Loft in Florence · ★4.87 · 1 bedroom · 3 beds · 1 bath,281554170,Cinzia,,Centro Storico,43.77258661758472,11.26320082694292,Entire home/apt,87,2,76,2023-12-18,4.30,2,324,62,048017LTN9083
630889146577204093,Condo in Florence · ★4.68 · 1 bedroom · 2 beds · 1 bath,119633891,Gregorio,,Centro Storico,43.764492,11.263597,Entire home/apt,83,2,62,2023-10-25,3.29,4,179,29,
641793380440775435,Condo in Florence · 2 bedrooms · 1 bed · 2 baths,2818038,Niccolò,,Isolotto Legnaia,43.77412,11.22006,Entire home/apt,120,5,2,2022-09-12,0.12,1,351,0,
630894618422984522,Rental unit in Florence · ★4.90 · 2 bedrooms · 2 beds · 2 baths,459881724,Genteel Home Italy,,Centro Storico,43.76705,11.24894,Entire home/apt,181,1,21,2023-11-23,1.12,5,221,12,
630945341978801423,Rental unit in Florence · ★4.53 · 1 bedroom · 1 bed · 1 bath,23904874,Edoardo E Michela,,Centro Storico,43.76889,11.26205,Entire home/apt,160,2,17,2023-10-21,0.89,219,307,4,
641800653253118692,Bed and breakfast in Florence · 1 bedroom · 1 bed · 1 private bath,215826778,Franco,,Centro Storico,43.78003245376587,11.244427246032712,Private room,80,1,0,,,4,0,0,
630953988723978946,Rental unit in Florence · ★4.50 · 2 bedrooms · 3 beds · 2 baths,23904874,Edoardo E Michela,,Centro Storico,43.76963,11.26027,Entire home/apt,272,2,8,2023-04-06,0.43,219,342,3,
630964129278347183,Rental unit in Florence · ★4.61 · 2 bedrooms · 3 beds · 2 baths,23904874,Edoardo E Michela,,Centro Storico,43.76985,11.26,Entire home/apt,264,2,23,2023-10-03,1.21,219,350,9,
641806266918605192,Bed and breakfast in Florence · 1 bedroom · 2 beds · 1 private bath,215826778,Franco,,Centro Storico,43.77998597634015,11.244421881614683,Private room,120,1,0,,,4,0,0,
631012095837354306,Condo in Florence · 1 bedroom · 1 bed · 1.5 baths,7439057,Reservation,,Campo di Marte,43.78614,11.27147,Entire home/apt,300,1,0,,,34,0,0,
641855981951560110,Condo in Florence · ★4.94 · 1 bedroom · 1 bed · 1 bath,258766619,Salvatore,,Centro Storico,43.77507,11.25904,Entire home/apt,75,3,80,2023-11-04,4.40,2,64,48,
631023215995192129,Condo in Florence · ★4.75 · 1 bedroom · 1 bed · 2 baths,7439057,Reservation,,Centro Storico,43.77477,11.24891,Entire home/apt,131,2,16,2023-10-31,0.87,34,360,10,048017LTN6985
642413815994043218,Serviced apartment in Florence · ★4.43 · 1 bedroom · 1 bed · 1 bath,336827675,Albergo Diffuso,,Campo di Marte,43.7889,11.26439,Entire home/apt,112,3,7,2023-05-13,0.38,1,346,2,
631069502526608458,Condo in Florence · ★4.86 · 1 bedroom · 2 beds · 1 bath,48669556,Davide,,Gavinana Galluzzo,43.756649,11.22619,Entire home/apt,45,1,119,2023-12-10,6.25,1,358,77,048017LTN8102
631151380508912071,Condo in Florence · ★4.64 · 1 bedroom · 1 bed · 1 bath,460009814,Marco,,Centro Storico,43.777889,11.252978,Entire home/apt,120,2,36,2023-09-22,2.08,5,281,24,
642443799009892174,Rental unit in Florence · ★4.80 · 1 bedroom · 4 beds · 2 baths,18638757,Rebekah,,Centro Storico,43.7647678,11.2475275,Entire home/apt,110,3,44,2023-10-31,2.38,2,270,31,
642565590649111317,Hotel in Florence · ★4.63 · 1 bedroom · 1 bed · 1 private bath,415030426,Riccardo,,Centro Storico,43.78239,11.2634,Private room,1500,1,19,2023-05-09,1.02,20,257,2,
642656513613176793,Condo in Florence · ★4.96 · 1 bedroom · 1 bed · 1 bath,19104360,Carlotta,,Rifredi,43.78703084603485,11.259877949073779,Entire home/apt,95,3,28,2023-09-07,1.52,1,184,15,
631174107134052298,Condo in Florence · 1 bedroom · 1 bed · 1 bath,14368774,Luisa A.,,Centro Storico,43.757942,11.245041,Entire home/apt,113,3,0,,,1,347,0,
642660879370123974,Condo in Florence · ★4.95 · 1 bedroom · 2 beds · 1 bath,462696454,Simone,,Rifredi,43.791732901419785,11.247537996295174,Entire home/apt,80,2,21,2023-12-10,1.18,1,161,9,
642796886437160561,Condo in Florence · ★4.80 · 2 bedrooms · 3 beds · 1 bath,11786627,Alessio,,Centro Storico,43.77005275281554,11.26457143574953,Entire home/apt,90,3,51,2023-12-12,2.76,1,124,38,048017LTN13271
631403916800497329,Condo in Florence · ★5.0 · 2 bedrooms · 5 beds · 2 baths,99773141,Irene,,Campo di Marte,43.781868,11.268398,Entire home/apt,161,2,10,2023-10-03,0.85,1,361,10,048017LTN8037
631505056746234593,Condo in Florence · ★4.54 · 1 bedroom · 1 bed · 1 bath,460009814,Marco,,Centro Storico,43.777889,11.252978,Entire home/apt,116,2,13,2023-03-25,0.80,5,278,7,
643101706634947723,Rental unit in Florence · ★4.70 · 5 bedrooms · 5 beds · 3 baths,26894194,Mamo,,Gavinana Galluzzo,43.76361,11.27747,Entire home/apt,207,1,27,2023-11-05,1.59,140,312,15,
631508869994393374,Condo in Florence · ★4.62 · 1 bedroom · 1 bed · 1 bath,460009814,Marco,,Centro Storico,43.777889,11.252978,Entire home/apt,134,2,29,2023-11-16,1.72,5,285,15,
631513755977110182,Condo in Florence · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,38905787,Andrea,,Centro Storico,43.77464,11.24076,Private room,97,1,74,2023-10-13,3.93,3,0,46,
643236657788495442,Condo in Florence · ★4.57 · 1 bedroom · 1 bed · 1 bath,66185884,Sofia,,Centro Storico,43.76897,11.25641,Entire home/apt,100,2,65,2023-11-17,3.49,2,279,36,
632309778106811433,Condo in Florence · ★4.52 · 1 bedroom · 2 beds · 1 bath,285728227,Luca,,Centro Storico,43.769733,11.264134,Entire home/apt,58,1,29,2023-10-20,1.54,5,365,17,048017LTN13048
632355444456533925,Condo in Florence · ★4.95 · 1 bedroom · 1 bed · 1 bath,46280357,Nicola,,Campo di Marte,43.76682,11.27421,Entire home/apt,73,2,64,2023-12-10,3.38,2,336,58,
632362899668919443,Condo in Florence · ★5.0 · 1 bedroom · 1 bed · 1 bath,7316305,Sibilla,,Centro Storico,43.768194131352885,11.268435660223851,Entire home/apt,80,4,8,2023-11-02,0.94,1,38,8,
632526462694654886,Condo in Florence · ★4.62 · 2 bedrooms · 5 beds · 1 bath,360977390,Micol,,Campo di Marte,43.768147,11.274562,Entire home/apt,60,2,68,2023-10-31,3.66,1,275,37,3395046739
633011533537223558,Rental unit in Florence · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,6857712,Ksusha,,Centro Storico,43.783127,11.233461,Private room,62,2,74,2023-11-04,3.95,2,173,51,FI014834
643408512680532756,Rental unit in Florence · ★4.90 · 2 bedrooms · 4 beds · 2 baths,451068851,Donatella,,Centro Storico,43.774017,11.24758,Entire home/apt,244,2,88,2023-10-30,4.79,2,345,54,
633046755141091369,Condo in Florence · ★4.89 · 1 bedroom · 2 beds · 1 bath,34349775,Alessandra,,Rifredi,43.7974,11.21998,Entire home/apt,87,2,56,2023-11-27,3.11,1,357,40,CIR  048017LTN7970
633111916248680796,Rental unit in Florence · ★2.33 · 2 bedrooms · 3 beds · 2 baths,175095371,Annie,,Centro Storico,43.773144,11.244529,Entire home/apt,169,1,3,2022-10-31,0.17,54,6,0,048017LTN7168
643509198002719947,Condo in Florence · ★4.82 · 1 bedroom · 1 bed · 1 bath,397810,Valter & Simone,,Campo di Marte,43.77367,11.27791,Entire home/apt,99,3,45,2023-09-11,2.45,17,135,22,
643793888501336873,Condo in Florence · ★4.74 · 1 bedroom · 1 bed · 1 bath,792772,Francesca,,Centro Storico,43.76892,11.24434,Entire home/apt,140,4,23,2023-10-29,1.31,1,295,12,
633172458680605357,Condo in Florence · ★4.83 · 1 bedroom · 1 bed · 1 bath,189853273,Luciano,,Campo di Marte,43.770107,11.279329,Entire home/apt,105,2,24,2023-09-16,1.28,1,25,11,
633296928978969185,Loft in Florence · ★5.0 · 1 bedroom · 1 bed · 1 bath,53940281,Serena,,Centro Storico,43.771011,11.258774,Entire home/apt,124,2,101,2023-12-12,5.43,1,0,67,CODICE REGIONALE 048017CAV0517 CODICE STRUTTURA Y00103
643836652051390059,Rental unit in Florence · 3 bedrooms · 5 beds · 2 baths,431986242,Holidu,,Campo di Marte,43.7817489,11.2769347,Entire home/apt,212,1,0,,,2,364,0,
633337578712966101,Condo in Florence · ★4.96 · 1 bedroom · 4 beds · 1 bath,19677545,Nora,,Campo di Marte,43.78293,11.26393,Entire home/apt,87,2,79,2023-12-10,4.14,1,288,41,
643915836875439156,Rental unit in Florence · ★3.75 · 2 bedrooms · 3 beds · 2 baths,23904874,Edoardo E Michela,,Centro Storico,43.76909,11.2589,Entire home/apt,211,2,12,2023-10-01,0.65,219,268,4,
643926520365632933,Loft in Florence · ★4.58 · 1 bedroom · 1 bed · 1 bath,463008760,Maurizio,,Centro Storico,43.768529777297495,11.248068674868778,Entire home/apt,186,2,31,2023-11-30,1.78,1,363,20,
633365480523803726,Condo in Florence · ★4.86 · 3 bedrooms · 3 beds · 3 baths,444061223,Enrico,,Centro Storico,43.769669,11.252986,Entire home/apt,314,2,78,2023-11-24,4.16,1,296,47,
